word	tag
Soekarnoputri	PERSON
MPR	ORGANIZATION
Taufiq	PERSON
Kiemas	PERSON
DPR	ORGANIZATION
Marzuki	PERSON
Alie	PERSON
Siti	PERSON
Hardianti	PERSON
Rukmana	PERSON
Tutut	PERSON
Megawati	PERSON
Soekarnoputri	PERSON
Eddy	PERSON
Santana	PERSON
Putra	PERSON
PDI	ORGANIZATION
Perjuangan	ORGANIZATION
Sumatera	LOCATION
Selatan	LOCATION
Megawati	PERSON
Puan	PERSON
Qodari	PERSON
PDIP	ORGANIZATION
Megawati	PERSON
Megawati	PERSON
Patih	PERSON
Laman	PERSON
WWF	ORGANIZATION
Internasional	ORGANIZATION
Kalpataru	ORGANIZATION
Megawati	PERSON
Soekarnoputri	PERSON
Megawati	PERSON
PDIP	ORGANIZATION
PDIP	ORGANIZATION
Gayus	PERSON
Lumbuun	PERSON
detikcom	ORGANIZATION
Megawati	PERSON
Soekarnoputri	PERSON
DGSBI	ORGANIZATION
Mega	PERSON
Selasa	TIME
Maret	TIME
Hatta	PERSON
PAN	ORGANIZATION
Menko	PERSON
Perekonomian	PERSON
PDIP	ORGANIZATION
Megawati	PERSON
Soekarnoputri	PERSON
Mega	PERSON
PDIP	ORGANIZATION
indonesia	LOCATION
Mega	PERSON
DPP	ORGANIZATION
Yandri	PERSON
Susanto	PERSON
Kantor	LOCATION
Fraksi	ORGANIZATION
PAN	ORGANIZATION
Gedung	LOCATION
DPR	LOCATION
Kompleks	LOCATION
Senayan	LOCATION
Jakarta	LOCATION
Rapimnas	ORGANIZATION
PAN	ORGANIZATION
Yandri	PERSON
PAN	ORGANIZATION
Yandri	PERSON
Walt	ORGANIZATION
Disney	ORGANIZATION
Pictures	ORGANIZATION
Tris	PERSON
Soetrisno	PERSON
Jokowi	PERSON
pilkada	EVENT
Jokowi	PERSON
PDIP	ORGANIZATION
Jokowi	PERSON
JK	PERSON
Jokowi	PERSON
Zack	PERSON
Snyder	PERSON
Amerika	LOCATION
Utara	LOCATION
AllKpop	ORGANIZATION
Korea	LOCATION
Utara	LOCATION
Big	ORGANIZATION
Bang	ORGANIZATION
Pink	ORGANIZATION
Lee	PERSON
Ae	PERSON
Ran	PERSON
Kementrian	ORGANIZATION
Pertahanan	ORGANIZATION
Ducati	ORGANIZATION
Jorge	PERSON
Lorenzo	PERSON
Andrea	PERSON
Iannone	PERSON
Lorenzo	PERSON
Pelabuhan	LOCATION
Patimban	LOCATION
Subang	LOCATION
Jawa	LOCATION
Barat	LOCATION
Jawa	LOCATION
Barat	LOCATION
Susi	PERSON
Pudjiastuti	PERSON
Khofifah	PERSON
Indar	PERSON
Parawansa	PERSON
Susi	PERSON
Pudjiastuti	PERSON
Khofifah	PERSON
Jokowi	PERSON
Lea	PERSON
Iacocca	PERSON
Chrysler	ORGANIZATION
Chrysler	ORGANIZATION
Jokowi	PERSON
Lea	PERSON
Iacocca	PERSON
Chrysler	ORGANIZATION
Ford	ORGANIZATION
Lea	PERSON
Eropa	LOCATION
Peugeot	ORGANIZATION
Jokowi	PERSON
Pelabuhan	LOCATION
Tanjung	LOCATION
Priok	LOCATION
Jakarta	LOCATION
Saleh	PERSON
Husin	PERSON
Istana	LOCATION
Negara	LOCATION
Jakarta	LOCATION
Bandung	LOCATION
PPP	ORGANIZATION
Romahurmuziy	PERSON
Bandung	LOCATION
Jokowi	PERSON
Johan	PERSON
Budi	PERSON
Jokowi	PERSON
Johan	PERSON
Budi	PERSON
Komplek	LOCATION
Istana	LOCATION
Jakarta	LOCATION
Johan	PERSON
Romi	PERSON
Bandung	LOCATION
Jokowi	PERSON
Johan	PERSON
PAN	ORGANIZATION
Yandri	PERSON
PKB	ORGANIZATION
Abdul	PERSON
Kadir	PERSON
PDIP	ORGANIZATION
Hasto	PERSON
Kristiyanto	PERSON
Joko	PERSON
Widodo	PERSON
Anwar	PERSON
Usman	PERSON
Istana	LOCATION
Negara	LOCATION
Jl	LOCATION
Medan	LOCATION
Merdeka	LOCATION
Utara	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Anwar	PERSON
Mahkamah	ORGANIZATION
Agung	ORGANIZATION
Anwar	PERSON
April	TIME
2016	TIME
Mahkamah	ORGANIZATION
Agung	ORGANIZATION
Anwar	PERSON
Anwar	PERSON
1975	TIME
Desember	TIME
1956	TIME
M	PERSON
Arsyad	PERSON
Sanusi	PERSON
2011	TIME
Kementerian	ORGANIZATION
Pemuda	ORGANIZATION
dan	ORGANIZATION
Olahraga	ORGANIZATION
2016	TIME
2018	TIME
Hasto	PERSON
PDIP	ORGANIZATION
DPP	ORGANIZATION
Jl	LOCATION
Lentang	LOCATION
Agung	LOCATION
Jakarta	LOCATION
Selatan	LOCATION
Kamis	TIME
2016	TIME
PDIP	ORGANIZATION
Jokowi	PERSON
PPP	ORGANIZATION
PPP	ORGANIZATION
PPP	ORGANIZATION
Djan	PERSON
Faridz	PERSON
Tris	PERSON
Soetrisno	PERSON
Soetrisno	PERSON
Istana	LOCATION
Negara	LOCATION
Rabu	TIME
Jokowi	PERSON
Gedung	LOCATION
Utama	LOCATION
Sekretariat	LOCATION
Negara	LOCATION
Jl	LOCATION
Veteran	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Taman	LOCATION
Ismail	LOCATION
Marzuki	LOCATION
TIM	LOCATION
Cikini	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Unit	ORGANIZATION
Pelaksanan	ORGANIZATION
Teknis	ORGANIZATION
Perparkiran	ORGANIZATION
Dinas	ORGANIZATION
Perhubungan	ORGANIZATION
dan	ORGANIZATION
Transportasi	ORGANIZATION
Dishubtrans	ORGANIZATION
DKI	LOCATION
Jakarta	LOCATION
PT	ORGANIZATION
Putraja	ORGANIZATION
Jokowi	PERSON
Joko	PERSON
Widodo	PERSON
kabinet	ORGANIZATION
kerja	ORGANIZATION
Jokowi	PERSON
Jokowi	PERSON
Joko	PERSON
Widodo	PERSON
Kabinet	ORGANIZATION
Kerja	ORGANIZATION
Gedung	LOCATION
Utama	LOCATION
Kementerian	LOCATION
Sekretariat	LOCATION
Negara	LOCATION
Jl	LOCATION
Veteran	LOCATION
Raya	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Gedung	LOCATION
Setneg	LOCATION
Istana	LOCATION
Kepresidenan	LOCATION
Jakarta	LOCATION
Jokowi	PERSON
Gedung	LOCATION
Setneg	LOCATION
Istana	LOCATION
Kepresidenan	LOCATION
Jakarta	LOCATION
Bogor	LOCATION
Jawa	LOCATION
Barat	LOCATION
April	TIME
Keselamatan	ORGANIZATION
Pantai	ORGANIZATION
Timur	ORGANIZATION
Sabah	ORGANIZATION
Pulau	LOCATION
Mataking	LOCATION
TNI	ORGANIZATION
TNI	ORGANIZATION
Effendi	PERSON
TN	ORGANIZATION
AD	ORGANIZATION
AU	ORGANIZATION
dan	ORGANIZATION
AL	ORGANIZATION
Jokowi	PERSON
Jokowi	PERSON
Morotai	LOCATION
Jakarta	LOCATION
Joko	PERSON
Widodo	PERSON
Abu	PERSON
Sayyaf	PERSON
Filipina	LOCATION
Bandara	LOCATION
Soekarno	LOCATION
Hatta	LOCATION
Bambang	PERSON
Bambang	PERSON
Januari	TIME
Maret	TIME
2016	TIME
Januari	TIME
Maret	TIME
2015	TIME
Bambang	PERSON
Indonesia	LOCATION
DPR	ORGANIZATION
Joko	PERSON
Widodo	PERSON
DPR	ORGANIZATION
Taufik	PERSON
Kurniawan	PERSON
DPR	ORGANIZATION
Taufik	PERSON
DPR	ORGANIZATION
Taufik	PERSON
DPR	ORGANIZATION
DPR	ORGANIZATION
DPR	ORGANIZATION
Jokowi	PERSON
PAN	ORGANIZATION
DPR	ORGANIZATION
DPR	ORGANIZATION
Undip	ORGANIZATION
PPP	ORGANIZATION
Djan	PERSON
Faridz	PERSON
PPP	ORGANIZATION
April	TIME
2016	TIME
Joko	PERSON
Widodo	PERSON
PPP	ORGANIZATION
Djan	PERSON
Faridz	PERSON
Joko	PERSON
Widodo	PERSON
Pramono	PERSON
Anung	PERSON
Pramono	PERSON
Anung	PERSON
Gedung	LOCATION
Sekretariat	LOCATION
Negara	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Pramono	PERSON
Jokowi	PERSON
Pramono	PERSON
PKS	ORGANIZATION
Fahri	PERSON
Hamzah	PERSON
DPR	ORGANIZATION
Ledia	PERSON
Hanifa	PERSON
DPR	ORGANIZATION
Jawa	LOCATION
Barat	LOCATION
Bandung	LOCATION
Cimahi	LOCATION
Ledia	PERSON
Ledia	PERSON
PKS	ORGANIZATION
PKS	ORGANIZATION
PKS	ORGANIZATION
Sohibul	PERSON
Iman	PERSON
Jokowi	PERSON
Istana	LOCATION
Negara	LOCATION
Desember	TIME
2015	TIME
Jakarta	LOCATION
April	TIME
1969	TIME
Universitas	ORGANIZATION
Indonesia	ORGANIZATION
Ledia	PERSON
Fakultas	ORGANIZATION
Psikologi	ORGANIZATION
Universitas	ORGANIZATION
Indonesia	ORGANIZATION
Bachtiar	PERSON
Sunasto	PERSON
Fahri	PERSON
Hamzah	PERSON
Fahri	PERSON
Pengadilan	ORGANIZATION
Negeri	ORGANIZATION
Jakarta	ORGANIZATION
Selatan	ORGANIZATION
Joko	PERSON
Widodo	PERSON
DPR	ORGANIZATION
DPR	ORGANIZATION
Ade	PERSON
Komarudin	PERSON
DPR	ORGANIZATION
DPR	ORGANIZATION
Akom	PERSON
Asia	LOCATION
Tenggara	LOCATION
Republik	LOCATION
India	LOCATION
DPR	ORGANIZATION
Badrodin	PERSON
Bantaeng	LOCATION
Sulawesi	LOCATION
Selatan	LOCATION
Ahok	PERSON
Balai	LOCATION
Kota	LOCATION
Jl	LOCATION
Medan	LOCATION
Merdeka	LOCATION
Selatan	LOCATION
Jakarta	LOCATION
Senin	TIME
Komisi	ORGANIZATION
Kepolisian	ORGANIZATION
Nasionak	ORGANIZATION
Kompolnas	ORGANIZATION
Hotel	LOCATION
Gran	LOCATION
Kemang	LOCATION
Jakarta	LOCATION
Selatan	LOCATION
Rabu	TIME
Jokowi	PERSON
syuting	EVENT
Taebaek	LOCATION
Jeongseon	LOCATION
Gangwon	LOCATION
Korsel	LOCATION
Kompolnas	ORGANIZATION
Kompolnas	ORGANIZATION
Polri	ORGANIZATION
Polri	ORGANIZATION
Kompolnas	ORGANIZATION
Bandung	LOCATION
Ridwan	PERSON
Kamil	PERSON
Pilkada	EVENT
DKI	LOCATION
Jakarta	LOCATION
2017	TIME
Emil	PERSON
PDI	ORGANIZATION
Perjuangan	ORGANIZATION
Hasto	PERSON
Kristiyanto	PERSON
Emil	PERSON
Jokowi	PERSON
Februari	TIME
2016	TIME
Hasto	PERSON
PDIP	ORGANIZATION
Megawati	PERSON
Soekarnoputri	PERSON
tanggal	TIME
Januari	TIME
2016	TIME
Sentul	LOCATION
Bogor	LOCATION
Mega	PERSON
Ahok	PERSON
PDIP	ORGANIZATION
Ahok	PERSON
PDIP	ORGANIZATION
Djarot	PERSON
Saiful	PERSON
Hidayat	PERSON
Pilkada	EVENT
DKI	LOCATION
Hasto	PERSON
Hasto	PERSON
Megawati	PERSON
PDIP	ORGANIZATION
Megawati	PERSON
Hasto	PERSON
Kementerian	ORGANIZATION
Keuangan	ORGANIZATION
Maret	TIME
2016	TIME
Korea	LOCATION
Lee	PERSON
Min	PERSON
Ho	PERSON
Song	PERSON
Joong	PERSON
Ki	PERSON
Korea	PERSON
Korea	ORGANIZATION
Tourism	ORGANIZATION
Organization	ORGANIZATION
Song	PERSON
Joong	PERSON
Ki	PERSON
Tiongkok	LOCATION
Iran	LOCATION
Malaysia	LOCATION
Prancis	LOCATION
Indonesia	LOCATION
Joko	PERSON
Widodo	PERSON
Kuat	PERSON
Korea Times	ORGANIZATION
Korea	LOCATION
Rabu	TIME
Raperda	EVENT
Jakarta	LOCATION
Pantai	LOCATION
Jakarta	LOCATION
Utara	LOCATION
KPK	ORGANIZATION
PKB	ORGANIZATION
PDT	ORGANIZATION
PKB	ORGANIZATION
Marwan	PERSON
Jafar	PERSON
PDIP	ORGANIZATION
PDT	ORGANIZATION
Marwan	PERSON
Jafar	PERSON
PKB	ORGANIZATION
Jazilul	PERSON
Fawaid	PERSON
Marwan	PERSON
PKB	ORGANIZATION
Kemendes	ORGANIZATION
PDT	ORGANIZATION
Jokowi	PERSON
PKB	ORGANIZATION
Kemendes	ORGANIZATION
Papua	LOCATION
Barat	LOCATION
Juni	TIME
kabupaten	LOCATION
kota	LOCATION
Papua	LOCATION
Barat	LOCATION
Jazilul	PERSON
detikcom	ORGANIZATION
Selasa	TIME
2016	TIME
PKB	ORGANIZATION
Abdul	PERSON
Kadir	PERSON
Karding	PERSON
Kemedes	ORGANIZATION
Marwan	PERSON
Jafar	PERSON
PKB	ORGANIZATION
Jokowi	PERSON
Karding	PERSON
Senin	TIME
Jokowi	PERSON
Kemendes	ORGANIZATION
PKB	ORGANIZATION
Kemendes	ORGANIZATION
PDT	ORGANIZATION
Puan	PERSON
Maharani	PERSON
PDIP	ORGANIZATION
Jusuf	PERSON
Kalla	PERSON
PKB	ORGANIZATION
Kemendes	ORGANIZATION
Marwan	PERSON
Daniel	PERSON
detikcom	ORGANIZATION
Senin	TIME
Daniel	PERSON
Koalisi	ORGANIZATION
Indonesia	ORGANIZATION
Hebat	ORGANIZATION
KIH	ORGANIZATION
PKB	ORGANIZATION
Marwan	PERSON
Jafar	PERSON
PDIP	ORGANIZATION
PKB	ORGANIZATION
Daniel	PERSON
Marwan	PERSON
Jafar	PERSON
PDIP	ORGANIZATION
Purnomo	PERSON
DPR	ORGANIZATION
Pansus	ORGANIZATION
Pelindo	ORGANIZATION
II	ORGANIZATION
Rini	PERSON
PAN	ORGANIZATION
Eddy	PERSON
Soeparno	PERSON
detikcom	ORGANIZATION
Eddy	PERSON
Istana	LOCATION
PAN	ORGANIZATION
PAN	ORGANIZATION
Zulkifli	PERSON
Hasan	PERSON
Zulkifli	PERSON
detikcom	ORGANIZATION
PAN	ORGANIZATION
Jokowi	PERSON
JK	PERSON
PAN	ORGANIZATION
Koalisi	ORGANIZATION
Partai	ORGANIZATION
Pendukung	ORGANIZATION
Pemerintah	ORGANIZATION
KPPP	ORGANIZATION
KIH	ORGANIZATION
PAN	ORGANIZATION
PAN	ORGANIZATION
Jokowi	PERSON
PAN	ORGANIZATION
Partai	ORGANIZATION
Golkar	ORGANIZATION
Gerindra	ORGANIZATION
KMP	ORGANIZATION
Golkar	ORGANIZATION
Bali	LOCATION
Golkar	ORGANIZATION
Ancol	LOCATION
Idrus	PERSON
Golkar	ORGANIZATION
Aburizal	PERSON
Bakrie	PERSON
Joko	PERSON
Widodo	PERSON
Ambon	LOCATION
Joko	PERSON
Widodo	PERSON
Jokowi	PERSON
Ambon	LOCATION
Jokowi	PERSON
Ambon	LOCATION
Jokowi	PERSON
Ambon	LOCATION
City	LOCATION
Center	LOCATION
Ambon	LOCATION
Jokowi	PERSON
Ambon	LOCATION
City	LOCATION
Center	LOCATION
Jokowi	PERSON
Ambon	LOCATION
City	LOCATION
Center	LOCATION
Ambon	LOCATION
Maluku	LOCATION
City	LOCATION
Mall	LOCATION
Maluku	LOCATION
City	LOCATION
Mall	LOCATION
Jokowi	PERSON
Jokowi	PERSON
PKB	ORGANIZATION
Abdul	PERSON
Kadir	PERSON
Karding	PERSON
Jokowi	PERSON
PKB	ORGANIZATION
Joko	PERSON
Widodo	PERSON
PT	ORGANIZATION
Trimegah	ORGANIZATION
Sekuritas	ORGANIZATION
Tbk	ORGANIZATION
Akhabani	PERSON
Indofood	ORGANIZATION
PT	ORGANIZATION
Bahana	ORGANIZATION
Securities	ORGANIZATION
PT	ORGANIZATION
Danareksa	ORGANIZATION
Sekuritas	ORGANIZATION
Indofood	ORGANIZATION
Indofood	ORGANIZATION
Anthoni	PERSON
Indofood	ORGANIZATION
Juni	TIME
2004	TIME
Indofood	ORGANIZATION
Inggris	LOCATION
Februari	TIME
Maret	TIME
CEO	PERSON
Indofood	ORGANIZATION
Anthony	PERSON
Salim	PERSON
Bogasari	ORGANIZATION
Mauritius	LOCATION
Indofood	ORGANIZATION
International	ORGANIZATION
Finance	ORGANIZATION
Limited	ORGANIZATION
Djoko	PERSON
Wibowo	PERSON
Indofood	ORGANIZATION
Bursa	ORGANIZATION
Efek	ORGANIZATION
Jakarta	ORGANIZATION
BEJ	ORGANIZATION
Indofood	ORGANIZATION
Cesar	PERSON
M	PERSON
Dela	PERSON
Cruz	PERSON
PT	ORGANIZATION
Indofood	ORGANIZATION
Sukses	ORGANIZATION
Makmur	ORGANIZATION
Tbk	ORGANIZATION
PT	ORGANIZATION
Bank	ORGANIZATION
Danamon	ORGANIZATION
Indonesia	ORGANIZATION
Tbk	ORGANIZATION
Indofood	ORGANIZATION
PT	ORGANIZATION
Indofood	ORGANIZATION
Sukses	ORGANIZATION
Makmur	ORGANIZATION
Tbk	ORGANIZATION
INDF	ORGANIZATION
Sido	ORGANIZATION
Muncul	ORGANIZATION
Indofood	ORGANIZATION
Indofood	ORGANIZATION
Philip	PERSON
Indofood	ORGANIZATION
PT	ORGANIZATION
Boga	ORGANIZATION
Sari	ORGANIZATION
Flour	ORGANIZATION
Mill	ORGANIZATION
Lonsum	ORGANIZATION
Indofood	ORGANIZATION
Lonsum	ORGANIZATION
Indofood	ORGANIZATION
PT	ORGANIZATION
Indofood	ORGANIZATION
Sukses	ORGANIZATION
Makmur	ORGANIZATION
Internasional	ORGANIZATION
Tbk	ORGANIZATION
INDF	ORGANIZATION
PT	ORGANIZATION
PP	ORGANIZATION
London	ORGANIZATION
Sumatra	ORGANIZATION
Tbk	ORGANIZATION
PT	ORGANIZATION
Sinarmas	ORGANIZATION
PT	ORGANIZATION
Bakrie	ORGANIZATION
Sumatra	ORGANIZATION
Plantations	ORGANIZATION
Tbk	ORGANIZATION
Indofood	ORGANIZATION
Minamas	ORGANIZATION
Telkom	ORGANIZATION
TLKM	ORGANIZATION
Bumi	ORGANIZATION
Resources	ORGANIZATION
BUMI	ORGANIZATION
Indofood	ORGANIZATION
Sukses	ORGANIZATION
Makmur	ORGANIZATION
INDF	ORGANIZATION
Indofood	ORGANIZATION
Wisma	LOCATION
Indocement	LOCATION
Jalan	LOCATION
Sudirman	LOCATION
Jakarta	LOCATION
Salim	ORGANIZATION
Group	ORGANIZATION
Franciscus	PERSON
Welirang	PERSON
detikcom	ORGANIZATION
Indofood	ORGANIZATION
Salim	ORGANIZATION
Group	ORGANIZATION
Artalyta	PERSON
Suryani	PERSON
Urip	PERSON
Tri	PERSON
Gunawan	PERSON
PT	ORGANIZATION
Indofood	ORGANIZATION
Sukses	ORGANIZATION
Makmur	ORGANIZATION
Tbk	ORGANIZATION
SBY	PERSON
Singapura	LOCATION
Anthony	PERSON
Indofood	ORGANIZATION
Asahi	ORGANIZATION
Cicurug	LOCATION
Sukabumi	LOCATION
Rachmat	PERSON
Gobel	PERSON
Indonesia	LOCATION
Afrika	LOCATION
Indofood	ORGANIZATION
Kalbe	ORGANIZATION
Farma	ORGANIZATION
Astra	ORGANIZATION
Agro	ORGANIZATION
Matahari	ORGANIZATION
LPPF	ORGANIZATION
Indofood	ORGANIZATION
CBP	ORGANIZATION
ICBP	ORGANIZATION
Indofood	ORGANIZATION
Turki	LOCATION
Eropa	LOCATION
Kementerian	ORGANIZATION
Keuangan	ORGANIZATION
Kemenkeu	ORGANIZATION
Indonesia	ORGANIZATION
Badan	ORGANIZATION
Usaha	ORGANIZATION
Milik	ORGANIZATION
Negara	ORGANIZATION
BUMN	ORGANIZATION
Rini	PERSON
Soemarno	PERSON
AS	LOCATION
Susi	PERSON
Pudjiastuti	PERSON
Kementerian	ORGANIZATION
Perdagangan	ORGANIZATION
Federer	PERSON
Federer	PERSON
Igor	PERSON
Andreev	PERSON
Federer	PERSON
Federer	PERSON
Mark	PERSON
Philippoussis	PERSON
Agassi	PERSON
Roger	PERSON
Federer	PERSON
Federer	PERSON
Suzuki	PERSON
Federer	PERSON
Desember	TIME
2003	TIME
Swiss	LOCATION
Australia	LOCATION
Federer	PERSON
Nadal	PERSON
Miami	LOCATION
Andy	PERSON
Roddick	PERSON
Federer	PERSON
Sampras	PERSON
Borg	PERSON
Federer	PERSON
Borg	PERSON
Federer	PERSON
Federer	PERSON
Henman	PERSON
Rusedski	PERSON
Roger	PERSON
Federer	PERSON
Kiefer	PERSON
Federer	PERSON
Davenport	PERSON
Roger	PERSON
Federer	PERSON
Federer	PERSON
Swiss	LOCATION
Federer	PERSON
Tommy	PERSON
Robredo	PERSON
Federer	PERSON
Tommy	PERSON
Robredo	PERSON
Nikolay	PERSON
Davidenko	PERSON
Rafael	PERSON
Nadal	PERSON
Novak	PERSON
Djokovic	PERSON
Roger	PERSON
Federer	PERSON
Federer	PERSON
Jarkko	PERSON
Nieminen	PERSON
Basel	LOCATION
Nalbandian	PERSON
Federer	PERSON
Federer	PERSON
Yahoosport	ORGANIZATION
Shanghai	LOCATION
Federer	PERSON
Chile	LOCATION
Fernando	PERSON
Gonzalez	PERSON
Federer	PERSON
Gonzalez	PERSON
Federer	PERSON
Roddick	PERSON
Wikipedia	ORGANIZATION
Federer	PERSON
Pete	PERSON
Sampras	PERSON
Roger	PERSON
Federer	PERSON
Pete	PERSON
Federer	PERSON
Federer	PERSON
Swedia	LOCATION
Roger	PERSON
Federer	PERSON
Robin	PERSON
Soderling	PERSON
Roger	PERSON
Federer	PERSON
Rafael	PERSON
Nadal	PERSON
Nadal	PERSON
Federer	PERSON
Robin	PERSON
Soderling	PERSON
Tomas	PERSON
